id,title,description,course_id,created_by,created_at
259,Professional Yoga - Quiz 4,Assessment quiz for Professional Yoga,94,387,2025-09-26 17:23:04
260,Statistics Fundamentals - Quiz 1,Assessment quiz for Statistics Fundamentals,95,485,2025-09-14 17:21:22
261,Statistics Fundamentals - Quiz 2,Assessment quiz for Statistics Fundamentals,95,485,2025-09-26 17:21:22
262,Photography Basics - Quiz 1,Assessment quiz for Photography Basics,96,474,2025-09-23 17:24:50
263,Photography Basics - Quiz 2,Assessment quiz for Photography Basics,96,474,2025-09-17 17:24:50
264,Photography Basics - Quiz 3,Assessment quiz for Photography Basics,96,474,2025-09-28 17:24:50
265,Photography Basics - Quiz 4,Assessment quiz for Photography Basics,96,474,2025-09-20 17:24:50
266,Japanese Grammar Mastery - Quiz 1,Assessment quiz for Japanese Grammar Mastery,97,1169,2025-10-05 17:32:33
267,Japanese Grammar Mastery - Quiz 2,Assessment quiz for Japanese Grammar Mastery,97,1169,2025-10-02 17:32:33
268,Japanese Grammar Mastery - Quiz 3,Assessment quiz for Japanese Grammar Mastery,97,1169,2025-10-03 17:32:33
269,Mental Health for Beginners - Quiz 1,Assessment quiz for Mental Health for Beginners,99,1387,2025-09-23 17:30:44
270,Mental Health for Beginners - Quiz 2,Assessment quiz for Mental Health for Beginners,99,1387,2025-09-24 17:30:44
271,Mental Health for Beginners - Quiz 3,Assessment quiz for Mental Health for Beginners,99,1387,2025-09-17 17:30:44
272,Mental Health for Beginners - Quiz 4,Assessment quiz for Mental Health for Beginners,99,1387,2025-09-29 17:30:44
273,Professional Productivity - Quiz 1,Assessment quiz for Professional Productivity,100,1716,2025-09-29 17:35:42
274,Professional Productivity - Quiz 2,Assessment quiz for Professional Productivity,100,1716,2025-09-14 17:35:42
275,Professional Productivity - Quiz 3,Assessment quiz for Professional Productivity,100,1716,2025-10-07 17:35:42
276,Professional Productivity - Quiz 4,Assessment quiz for Professional Productivity,100,1716,2025-09-14 17:35:42
277,Professional Productivity - Quiz 5,Assessment quiz for Professional Productivity,100,1716,2025-09-15 17:35:42
278,Applied Chemistry - Quiz 1,Assessment quiz for Applied Chemistry,102,133,2025-10-05 17:28:54
279,Applied Chemistry - Quiz 2,Assessment quiz for Applied Chemistry,102,133,2025-09-25 17:28:54
280,Applied Chemistry - Quiz 3,Assessment quiz for Applied Chemistry,102,133,2025-10-01 17:28:54
281,Applied Chemistry - Quiz 4,Assessment quiz for Applied Chemistry,102,133,2025-10-08 17:28:54
282,Modern Film Techniques - Quiz 1,Assessment quiz for Modern Film Techniques,104,474,2025-10-11 17:30:08
283,Modern Film Techniques - Quiz 2,Assessment quiz for Modern Film Techniques,104,474,2025-09-25 17:30:08
284,Modern Film Techniques - Quiz 3,Assessment quiz for Modern Film Techniques,104,474,2025-10-10 17:30:08
285,Modern Film Techniques - Quiz 4,Assessment quiz for Modern Film Techniques,104,474,2025-09-26 17:30:08
286,Node.js Fundamentals - Quiz 1,Assessment quiz for Node.js Fundamentals,105,1675,2025-10-05 17:33:06
287,Node.js Fundamentals - Quiz 2,Assessment quiz for Node.js Fundamentals,105,1675,2025-10-10 17:33:06
288,Node.js Fundamentals - Quiz 3,Assessment quiz for Node.js Fundamentals,105,1675,2025-09-16 17:33:06
289,Node.js Fundamentals - Quiz 4,Assessment quiz for Node.js Fundamentals,105,1675,2025-09-23 17:33:06
290,Machine Learning Bootcamp - Quiz 1,Assessment quiz for Machine Learning Bootcamp,106,888,2025-10-04 17:29:06
291,Machine Learning Bootcamp - Quiz 2,Assessment quiz for Machine Learning Bootcamp,106,888,2025-10-03 17:29:06
292,Machine Learning Bootcamp - Quiz 3,Assessment quiz for Machine Learning Bootcamp,106,888,2025-09-19 17:29:06
293,Machine Learning Bootcamp - Quiz 4,Assessment quiz for Machine Learning Bootcamp,106,888,2025-10-11 17:29:06
294,Professional Leadership Skills - Quiz 1,Assessment quiz for Professional Leadership Skills,108,400,2025-10-03 17:21:49
295,Music Theory Masterclass - Quiz 1,Assessment quiz for Music Theory Masterclass,109,152,2025-10-11 17:31:50
296,Music Theory Masterclass - Quiz 2,Assessment quiz for Music Theory Masterclass,109,152,2025-10-06 17:31:50
297,Music Theory Masterclass - Quiz 3,Assessment quiz for Music Theory Masterclass,109,152,2025-09-24 17:31:50
298,Music Theory Masterclass - Quiz 4,Assessment quiz for Music Theory Masterclass,109,152,2025-10-01 17:31:50
299,Applied Data Science - Quiz 1,Assessment quiz for Applied Data Science,110,1750,2025-09-23 17:28:32
300,Applied Data Science - Quiz 2,Assessment quiz for Applied Data Science,110,1750,2025-10-08 17:28:32
301,Introduction to Marketing - Quiz 1,Assessment quiz for Introduction to Marketing,112,810,2025-10-12 17:34:06
302,Introduction to Marketing - Quiz 2,Assessment quiz for Introduction to Marketing,112,810,2025-10-02 17:34:06
303,Introduction to Marketing - Quiz 3,Assessment quiz for Introduction to Marketing,112,810,2025-09-27 17:34:06
304,Introduction to Marketing - Quiz 4,Assessment quiz for Introduction to Marketing,112,810,2025-09-27 17:34:06
305,Advanced Nutrition - Quiz 1,Assessment quiz for Advanced Nutrition,113,51,2025-09-25 17:27:58
306,Advanced Nutrition - Quiz 2,Assessment quiz for Advanced Nutrition,113,51,2025-10-10 17:27:58
307,Advanced Nutrition - Quiz 3,Assessment quiz for Advanced Nutrition,113,51,2025-09-30 17:27:58
308,Advanced Nutrition - Quiz 4,Assessment quiz for Advanced Nutrition,113,51,2025-09-14 17:27:58
309,Professional Machine Learning - Quiz 1,Assessment quiz for Professional Machine Learning,114,1026,2025-10-08 17:21:37
310,Career Mastery - Quiz 1,Assessment quiz for Career Mastery,115,826,2025-09-18 17:26:30
311,Blockchain Fundamentals - Quiz 1,Assessment quiz for Blockchain Fundamentals,116,137,2025-09-19 17:24:08
312,Blockchain Fundamentals - Quiz 2,Assessment quiz for Blockchain Fundamentals,116,137,2025-10-07 17:24:08
313,Blockchain Fundamentals - Quiz 3,Assessment quiz for Blockchain Fundamentals,116,137,2025-10-07 17:24:08
314,Blockchain Fundamentals - Quiz 4,Assessment quiz for Blockchain Fundamentals,116,137,2025-10-11 17:24:08
315,AI Best Practices - Quiz 1,Assessment quiz for AI Best Practices,117,65,2025-09-20 17:30:14
316,Complete React Guide - Quiz 1,Assessment quiz for Complete React Guide,118,2008,2025-09-17 17:37:37
317,Complete React Guide - Quiz 2,Assessment quiz for Complete React Guide,118,2008,2025-10-07 17:37:37
318,Complete React Guide - Quiz 3,Assessment quiz for Complete React Guide,118,2008,2025-09-26 17:37:37
319,Complete React Guide - Quiz 4,Assessment quiz for Complete React Guide,118,2008,2025-10-07 17:37:37
320,Modern Web Design Techniques - Quiz 1,Assessment quiz for Modern Web Design Techniques,119,368,2025-09-15 17:25:17
321,Modern Web Design Techniques - Quiz 2,Assessment quiz for Modern Web Design Techniques,119,368,2025-09-17 17:25:17
322,Modern Web Design Techniques - Quiz 3,Assessment quiz for Modern Web Design Techniques,119,368,2025-09-23 17:25:17
323,Advanced Italian - Quiz 1,Assessment quiz for Advanced Italian,120,81,2025-09-30 17:24:17
324,Advanced Italian - Quiz 2,Assessment quiz for Advanced Italian,120,81,2025-09-23 17:24:17
325,Advanced Italian - Quiz 3,Assessment quiz for Advanced Italian,120,81,2025-09-28 17:24:17
326,Creative Music Theory Workshop - Quiz 1,Assessment quiz for Creative Music Theory Workshop,121,1536,2025-10-01 17:29:26
327,Creative Music Theory Workshop - Quiz 2,Assessment quiz for Creative Music Theory Workshop,121,1536,2025-09-17 17:29:26
328,Creative Music Theory Workshop - Quiz 3,Assessment quiz for Creative Music Theory Workshop,121,1536,2025-10-11 17:29:26
329,Creative Music Theory Workshop - Quiz 4,Assessment quiz for Creative Music Theory Workshop,121,1536,2025-09-24 17:29:26
330,Creative Music Theory Workshop - Quiz 5,Assessment quiz for Creative Music Theory Workshop,121,1536,2025-10-12 17:29:26
331,Study Skills Fundamentals - Quiz 1,Assessment quiz for Study Skills Fundamentals,122,1737,2025-09-20 17:34:54
332,Study Skills Fundamentals - Quiz 2,Assessment quiz for Study Skills Fundamentals,122,1737,2025-09-21 17:34:54
333,Applied Chemistry - Quiz 1,Assessment quiz for Applied Chemistry,123,952,2025-09-18 17:28:34
334,Film Masterclass - Quiz 1,Assessment quiz for Film Masterclass,124,830,2025-09-16 17:29:17
335,Complete Mental Health Guide - Quiz 1,Assessment quiz for Complete Mental Health Guide,125,1097,2025-10-02 17:36:43
336,Complete Mental Health Guide - Quiz 2,Assessment quiz for Complete Mental Health Guide,125,1097,2025-10-12 17:36:43
337,Complete Mental Health Guide - Quiz 3,Assessment quiz for Complete Mental Health Guide,125,1097,2025-09-14 17:36:43
338,Complete Mental Health Guide - Quiz 4,Assessment quiz for Complete Mental Health Guide,125,1097,2025-09-25 17:36:43
339,Complete Mental Health Guide - Quiz 5,Assessment quiz for Complete Mental Health Guide,125,1097,2025-09-22 17:36:43
340,Chemistry Laboratory - Quiz 1,Assessment quiz for Chemistry Laboratory,126,451,2025-10-11 17:26:41
341,Chemistry Laboratory - Quiz 2,Assessment quiz for Chemistry Laboratory,126,451,2025-10-09 17:26:41
342,Modern Typography Techniques - Quiz 1,Assessment quiz for Modern Typography Techniques,127,1714,2025-10-02 17:26:57
343,Modern Typography Techniques - Quiz 2,Assessment quiz for Modern Typography Techniques,127,1714,2025-10-08 17:26:57
344,Modern Typography Techniques - Quiz 3,Assessment quiz for Modern Typography Techniques,127,1714,2025-10-11 17:26:57
345,Modern Typography Techniques - Quiz 4,Assessment quiz for Modern Typography Techniques,127,1714,2025-09-27 17:26:57
346,Advanced Logic - Quiz 1,Assessment quiz for Advanced Logic,128,271,2025-10-06 17:28:33
347,Advanced Logic - Quiz 2,Assessment quiz for Advanced Logic,128,271,2025-10-01 17:28:33
348,Advanced Logic - Quiz 3,Assessment quiz for Advanced Logic,128,271,2025-09-22 17:28:33
349,Advanced Logic - Quiz 4,Assessment quiz for Advanced Logic,128,271,2025-09-21 17:28:33
350,Logo Design for Professionals - Quiz 1,Assessment quiz for Logo Design for Professionals,131,1666,2025-10-04 17:21:08
351,Logo Design for Professionals - Quiz 2,Assessment quiz for Logo Design for Professionals,131,1666,2025-09-27 17:21:08
352,Logo Design for Professionals - Quiz 3,Assessment quiz for Logo Design for Professionals,131,1666,2025-09-22 17:21:08
353,Logo Design for Professionals - Quiz 4,Assessment quiz for Logo Design for Professionals,131,1666,2025-10-09 17:21:08
354,Introduction to IoT - Quiz 1,Assessment quiz for Introduction to IoT,132,1080,2025-09-18 17:29:11
355,Introduction to IoT - Quiz 2,Assessment quiz for Introduction to IoT,132,1080,2025-10-04 17:29:11
356,Introduction to IoT - Quiz 3,Assessment quiz for Introduction to IoT,132,1080,2025-10-08 17:29:11
357,Introduction to IoT - Quiz 4,Assessment quiz for Introduction to IoT,132,1080,2025-10-12 17:29:11
358,Introduction to IoT - Quiz 5,Assessment quiz for Introduction to IoT,132,1080,2025-10-09 17:29:11
359,Complete First Aid Guide - Quiz 1,Assessment quiz for Complete First Aid Guide,133,164,2025-10-10 17:31:33
360,Professional Writing - Quiz 1,Assessment quiz for Professional Writing,135,1438,2025-09-14 17:34:13
361,Professional Writing - Quiz 2,Assessment quiz for Professional Writing,135,1438,2025-09-19 17:34:13
362,Professional Writing - Quiz 3,Assessment quiz for Professional Writing,135,1438,2025-09-16 17:34:13
363,Java Fundamentals - Quiz 1,Assessment quiz for Java Fundamentals,137,24,2025-10-07 17:28:19
364,Java Fundamentals - Quiz 2,Assessment quiz for Java Fundamentals,137,24,2025-09-18 17:28:19
365,Java Fundamentals - Quiz 3,Assessment quiz for Java Fundamentals,137,24,2025-09-28 17:28:19
366,Java Fundamentals - Quiz 4,Assessment quiz for Java Fundamentals,137,24,2025-10-10 17:28:19
367,Java Fundamentals - Quiz 5,Assessment quiz for Java Fundamentals,137,24,2025-09-20 17:28:19
368,Creative Film Workshop - Quiz 1,Assessment quiz for Creative Film Workshop,139,133,2025-10-01 17:24:27
369,Creative Film Workshop - Quiz 2,Assessment quiz for Creative Film Workshop,139,133,2025-10-07 17:24:27
370,Creative Film Workshop - Quiz 3,Assessment quiz for Creative Film Workshop,139,133,2025-10-04 17:24:27
371,Creative Film Workshop - Quiz 4,Assessment quiz for Creative Film Workshop,139,133,2025-10-04 17:24:27
372,Fitness Essentials - Quiz 1,Assessment quiz for Fitness Essentials,140,236,2025-09-16 17:23:49
373,Fitness Essentials - Quiz 2,Assessment quiz for Fitness Essentials,140,236,2025-10-02 17:23:49
374,Study Skills Fundamentals - Quiz 1,Assessment quiz for Study Skills Fundamentals,142,1028,2025-10-05 17:36:11
375,First Aid for Beginners - Quiz 1,Assessment quiz for First Aid for Beginners,143,1149,2025-10-06 17:36:08
376,First Aid for Beginners - Quiz 2,Assessment quiz for First Aid for Beginners,143,1149,2025-10-07 17:36:08
377,First Aid for Beginners - Quiz 3,Assessment quiz for First Aid for Beginners,143,1149,2025-09-28 17:36:08
378,First Aid for Beginners - Quiz 4,Assessment quiz for First Aid for Beginners,143,1149,2025-10-05 17:36:08
379,Professional Study Skills - Quiz 1,Assessment quiz for Professional Study Skills,145,2062,2025-09-15 17:34:09
380,Professional Study Skills - Quiz 2,Assessment quiz for Professional Study Skills,145,2062,2025-10-08 17:34:09
381,Professional Study Skills - Quiz 3,Assessment quiz for Professional Study Skills,145,2062,2025-09-13 17:34:09
382,Professional Study Skills - Quiz 4,Assessment quiz for Professional Study Skills,145,2062,2025-09-29 17:34:09
383,Modern Branding Techniques - Quiz 1,Assessment quiz for Modern Branding Techniques,146,1560,2025-09-25 17:34:00
384,Modern Branding Techniques - Quiz 2,Assessment quiz for Modern Branding Techniques,146,1560,2025-10-09 17:34:00
385,Modern Branding Techniques - Quiz 3,Assessment quiz for Modern Branding Techniques,146,1560,2025-10-01 17:34:00
386,Modern Branding Techniques - Quiz 4,Assessment quiz for Modern Branding Techniques,146,1560,2025-10-07 17:34:00
387,Cybersecurity Implementation - Quiz 1,Assessment quiz for Cybersecurity Implementation,147,1053,2025-09-27 17:21:49
388,Cybersecurity Implementation - Quiz 2,Assessment quiz for Cybersecurity Implementation,147,1053,2025-10-02 17:21:49
389,Cybersecurity Implementation - Quiz 3,Assessment quiz for Cybersecurity Implementation,147,1053,2025-09-20 17:21:49
390,Professional Mental Health - Quiz 1,Assessment quiz for Professional Mental Health,148,2078,2025-10-05 17:30:18
391,Professional Mental Health - Quiz 2,Assessment quiz for Professional Mental Health,148,2078,2025-10-06 17:30:18
392,Professional Mental Health - Quiz 3,Assessment quiz for Professional Mental Health,148,2078,2025-09-14 17:30:18
393,Professional Mental Health - Quiz 4,Assessment quiz for Professional Mental Health,148,2078,2025-09-17 17:30:18
394,Professional Mental Health - Quiz 5,Assessment quiz for Professional Mental Health,148,2078,2025-09-30 17:30:18
395,Spanish for Travelers - Quiz 1,Assessment quiz for Spanish for Travelers,149,1398,2025-10-01 17:28:02
396,Spanish for Travelers - Quiz 2,Assessment quiz for Spanish for Travelers,149,1398,2025-09-17 17:28:02
397,Mindfulness Workshop - Quiz 1,Assessment quiz for Mindfulness Workshop,151,1750,2025-10-09 17:35:56
398,Mindfulness Workshop - Quiz 2,Assessment quiz for Mindfulness Workshop,151,1750,2025-09-30 17:35:56
399,Mindfulness Workshop - Quiz 3,Assessment quiz for Mindfulness Workshop,151,1750,2025-09-16 17:35:56
400,Mindfulness Workshop - Quiz 4,Assessment quiz for Mindfulness Workshop,151,1750,2025-10-05 17:35:56
401,Music Theory Basics - Quiz 1,Assessment quiz for Music Theory Basics,152,387,2025-09-29 17:38:55
402,Music Theory Basics - Quiz 2,Assessment quiz for Music Theory Basics,152,387,2025-10-01 17:38:55
403,Music Theory Basics - Quiz 3,Assessment quiz for Music Theory Basics,152,387,2025-10-08 17:38:55
404,Music Theory Basics - Quiz 4,Assessment quiz for Music Theory Basics,152,387,2025-09-24 17:38:55
405,Professional DevOps - Quiz 1,Assessment quiz for Professional DevOps,153,1510,2025-09-28 17:32:43
406,Professional DevOps - Quiz 2,Assessment quiz for Professional DevOps,153,1510,2025-10-07 17:32:43
407,Modern Creative Writing Techniques - Quiz 1,Assessment quiz for Modern Creative Writing Techniques,154,1080,2025-09-26 17:32:01
408,Modern Creative Writing Techniques - Quiz 2,Assessment quiz for Modern Creative Writing Techniques,154,1080,2025-10-11 17:32:01
409,Modern Creative Writing Techniques - Quiz 3,Assessment quiz for Modern Creative Writing Techniques,154,1080,2025-10-01 17:32:01
410,Modern Creative Writing Techniques - Quiz 4,Assessment quiz for Modern Creative Writing Techniques,154,1080,2025-09-13 17:32:01
411,Modern Creative Writing Techniques - Quiz 5,Assessment quiz for Modern Creative Writing Techniques,154,1080,2025-10-03 17:32:01
412,Advanced Time Management - Quiz 1,Assessment quiz for Advanced Time Management,155,1147,2025-09-13 17:21:44
413,Advanced Time Management - Quiz 2,Assessment quiz for Advanced Time Management,155,1147,2025-10-03 17:21:44
414,Introduction to Analytics - Quiz 1,Assessment quiz for Introduction to Analytics,156,84,2025-09-22 17:38:04
415,Complete Mental Health Guide - Quiz 1,Assessment quiz for Complete Mental Health Guide,158,1213,2025-09-16 17:34:16
416,Complete Mental Health Guide - Quiz 2,Assessment quiz for Complete Mental Health Guide,158,1213,2025-09-18 17:34:16
417,Complete Mental Health Guide - Quiz 3,Assessment quiz for Complete Mental Health Guide,158,1213,2025-10-01 17:34:16
418,Professional Machine Learning - Quiz 1,Assessment quiz for Professional Machine Learning,159,1295,2025-10-08 17:36:07
419,Professional Machine Learning - Quiz 2,Assessment quiz for Professional Machine Learning,159,1295,2025-10-02 17:36:07
420,Professional Machine Learning - Quiz 3,Assessment quiz for Professional Machine Learning,159,1295,2025-10-04 17:36:07
421,Professional Machine Learning - Quiz 4,Assessment quiz for Professional Machine Learning,159,1295,2025-10-02 17:36:07
